damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.05,18,5,15:40:00,2016,농산부산물소각,산9,침교,양양,강현,강원,18,수요일,5,13:14:00,2016
0.1,15,5,15:30:00,2016,입산자실화,산174,운치,정선,신동,강원,15,일요일,5,13:12:00,2016
2,14,5,18:00:00,2016,기타,산135,무릉,정선,남,강원,14,토요일,5,15:20:00,2016
0.13,14,5,17:00:00,2016,입산자실화,산85,학동,광주,초월,경기,14,토요일,5,13:15:00,2016
0.3,14,5,14:20:00,2016,기타,산176,운치,정선,신동,강원,14,토요일,5,12:35:00,2016
0.1,12,5,19:30:00,2016,기타,산53,부남,삼척,근덕,강원,12,목요일,5,17:24:00,2016
0.02,9,5,16:05:00,2016,기타,산1-3임,판운,영월,주천,강원,9,월요일,5,13:23:00,2016
0.01,7,5,17:50:00,2016,입산자실화,산12-5,대현,봉화,석포,경북,7,토요일,5,16:44:00,2016
0.03,7,5,19:00:00,2016,입산자실화,산25,장전,삼척,하장,강원,7,토요일,5,16:40:00,2016
0.01,1,5,9:30:00,2016,입산자실화,산1,덕거,평창,봉평,강원,1,일요일,5,8:35:00,2016
0.03,30,4,20:15:00,2016,입산자실화,산71,삼산,강릉,연곡,강원,30,토요일,4,19:05:00,2016
0.01,30,4,19:00:00,2016,기타,100-14,,관악,남현,서울,30,토요일,4,16:50:00,2016
0.1,29,4,14:40:00,2016,쓰레기소각,산20-4,,시흥,무지내,경기,29,금요일,4,13:50:00,2016
1.3,29,4,15:30:00,2016,기타,산120,장봉,옹진,북도,인천,29,금요일,4,3:47:00,2016
0.01,26,4,13:50:00,2016,쓰레기소각,산65-5외 1,상수내,인제,남,강원,26,화요일,4,12:35:00,2016
0.02,26,4,0:25:00,2016,기타,산3,삼평,청도,각북,경북,25,월요일,4,23:07:00,2016
0.03,24,4,17:10:00,2016,입산자실화,산66,,서,심곡,인천,24,일요일,4,16:35:00,2016
0.05,24,4,12:15:00,2016,입산자실화,산367,임원,삼척,원덕,강원,24,일요일,4,10:35:00,2016
0.01,19,4,17:00:00,2016,입산자실화,산11,,,전포,부산,19,화요일,4,16:31:00,2016
0.04,16,4,16:23:00,2016,입산자실화,산161-5,사둔,삼척,미로,강원,16,토요일,4,15:13:00,2016
0.01,16,4,15:00:00,2016,입산자실화,산65-1,,양주,산북,경기,16,토요일,4,12:55:00,2016
0.03,16,4,13:00:00,2016,입산자실화,산22,동용,익산,왕궁,전북,16,토요일,4,11:37:00,2016
0.1,16,4,11:00:00,2016,입산자실화,산14-6(임),미사,가평,설악,경기,16,토요일,4,8:32:00,2016
0.7,16,4,6:40:00,2016,입산자실화,산24-4,상동,가평,상,경기,16,토요일,4,0:06:00,2016
0.08,15,4,18:00:00,2016,입산자실화,산10-4,배양,남양주,진건,경기,15,금요일,4,16:43:00,2016
0.03,15,4,17:50:00,2016,입산자실화,산9-1,산정,포천,영북,경기,15,금요일,4,15:40:00,2016
0.01,13,4,17:52:00,2016,쓰레기소각,산88-2,,중,남북,인천,13,수요일,4,17:43:00,2016
0.5,12,4,17:30:00,2016,입산자실화,산268-1,,하남,상산곡,경기,12,화요일,4,13:44:00,2016
0.01,12,4,9:30:00,2016,건축물화재비화,산60-1,방산,나주,다도,전남,12,화요일,4,7:50:00,2016
0.06,11,4,17:36:00,2016,농산부산물소각,산24-1,,동두천,안흥,경기,11,월요일,4,15:46:00,2016
0.7,11,4,14:20:00,2016,담뱃불실화,산2,용산,춘천,신북,강원,11,월요일,4,12:51:00,2016
0.35,11,4,16:00:00,2016,쓰레기소각,산76,상기,화성,봉담,경기,11,월요일,4,12:39:00,2016
0.09,11,4,13:41:00,2016,농산부산물소각,산43-4,덕천,화성,팔탄,경기,11,월요일,4,9:21:00,2016
0.02,10,4,19:15:00,2016,기타,산62-2,,서,불로,인천,10,일요일,4,18:30:00,2016
0.01,10,4,17:25:00,2016,기타,산12,보월,화순,이서,전남,10,일요일,4,16:50:00,2016
0.1,10,4,14:10:00,2016,농산부산물소각,산12,,하남,초이,경기,10,일요일,4,13:11:00,2016
2,10,4,15:30:00,2016,농산부산물소각,산12,창만,파주,광탄,경기,10,일요일,4,12:50:00,2016
0.06,10,4,9:40:00,2016,입산자실화,산10-1,,이천,창전,경기,10,일요일,4,8:38:00,2016
0.08,9,4,16:44:00,2016,입산자실화,산141외 2필지,오봉,고성,죽왕,강원,9,토요일,4,15:32:00,2016
0.5,8,4,14:43:00,2016,쓰레기소각,산326,수입,포천,일동,경기,8,금요일,4,13:30:00,2016
0.16,7,4,17:00:00,2016,농산부산물소각,산28-6,남포,옹진,백령,인천,7,목요일,4,14:49:00,2016
0.8,6,4,21:50:00,2016,입산자실화,산192-5,좌운,홍천,동,강원,6,수요일,4,19:40:00,2016
0.1,6,4,18:00:00,2016,입산자실화,산11-1,,군포,당,경기,6,수요일,4,16:54:00,2016
0.6,6,4,19:30:00,2016,입산자실화,산22-1,신월,광주,초월,경기,6,수요일,4,16:50:00,2016
0.01,6,4,16:40:00,2016,농산부산물소각,산123,월곡,장수,천천,전북,6,수요일,4,15:38:00,2016
0.5,6,4,18:00:00,2016,농산부산물소각,산91-1,,시흥,과림,경기,6,수요일,4,15:20:00,2016
0.05,6,4,16:24:00,2016,농산부산물소각,산179-9외 1필,정산,원주,부론,강원,6,수요일,4,15:10:00,2016
0.5,6,4,13:46:00,2016,기타,산53-62,매곡,이천,호법,경기,6,수요일,4,12:30:00,2016
0.1,5,4,17:50:00,2016,쓰레기소각,산5-6,아성,괴산,소수,충북,5,화요일,4,16:20:00,2016
0.1,5,4,17:50:00,2016,기타,산30,인지,청송,현동,경북,5,화요일,4,16:12:00,2016
0.16,5,4,19:00:00,2016,쓰레기소각,산59,운학,용인 처인,처인,경기,5,화요일,4,15:50:00,2016
14,6,4,10:00:00,2016,쓰레기소각,산1 외 1,고운,충주,수안보,충북,5,화요일,4,15:08:00,2016
0.2,5,4,14:50:00,2016,기타,산42-1,영장,파주,광탄,경기,5,화요일,4,12:25:00,2016
0.2,5,4,15:30:00,2016,입산자실화,산73,,연수,연수,인천,5,화요일,4,11:26:00,2016
0.01,4,4,18:51:00,2016,입산자실화,산149,거례,화천,하남,강원,4,월요일,4,17:52:00,2016
0.39,4,4,16:00:00,2016,농산부산물소각,648-3,도내,고양 덕양,,경기,4,월요일,4,14:11:00,2016
0.08,4,4,15:50:00,2016,쓰레기소각,492외 1필지,,당진,용연,충남,4,월요일,4,14:00:00,2016
0.2,4,4,16:10:00,2016,농산부산물소각,산92,대회산,포천,영북,경기,4,월요일,4,13:05:00,2016
9,3,4,9:00:00,2016,농산부산물소각,산16-3,상금곡,예천,용문,경북,2,토요일,4,19:42:00,2016
0.01,2,5,14:00:00,2019,기타,139(임),삼거,연천,군남,경기,2,목요일,5,11:58:00,2019
0.01,23,4,15:40:00,2019,농산부산물소각,647,상번천,광주,남한산성,경기,23,화요일,4,14:15:00,2019
0.01,23,4,12:10:00,2019,기타,산8,임천,밀양,삼랑진,경남,23,화요일,4,10:55:00,2019
0.01,23,4,9:50:00,2019,기타,산11,존도,문경,산양,경북,23,화요일,4,8:53:00,2019
0.02,22,4,17:30:00,2019,입산자실화,산143-1,차산,남양주,화도,경기,22,월요일,4,15:30:00,2019
0.01,22,4,16:50:00,2019,입산자실화,산19-1,무릉,괴산,청천,충북,22,월요일,4,15:02:00,2019
0.02,22,4,15:50:00,2019,농산부산물소각,산68-5,,시흥,논곡,경기,22,월요일,4,14:11:00,2019
0.3,22,4,14:35:00,2019,농산부산물소각,산42,삼항,청주 상당,가덕,충북,22,월요일,4,13:48:00,2019
0.04,22,4,16:30:00,2019,기타,산25,,강동,길,서울,22,월요일,4,13:45:00,2019
0.09,22,4,13:31:00,2019,쓰레기소각,산424,용담,화천,사내,강원,22,월요일,4,12:19:00,2019
0.01,21,4,20:25:00,2019,입산자실화,산8-1,신화,아산,영인,충남,21,일요일,4,19:15:00,2019
0.5,22,4,2:00:00,2019,입산자실화,산127,갈면,울진,매화,경북,21,일요일,4,11:31:00,2019
0.3,21,4,16:00:00,2019,입산자실화,산214,산음,양평,단월,경기,21,일요일,4,10:57:00,2019
0.5,20,4,19:32:00,2019,농산부산물소각,산118,여천,단양,가곡,충북,20,토요일,4,17:07:00,2019
0.01,20,4,16:40:00,2019,입산자실화,산56-1,태평,임실,성수,전북,20,토요일,4,15:50:00,2019
0.1,20,4,17:06:00,2019,쓰레기소각,산166,사산,무주,적상,전북,20,토요일,4,15:30:00,2019
0.03,20,4,17:40:00,2019,기타,산10-4,하신,공주,반포,충남,20,토요일,4,14:19:00,2019
0.06,20,4,14:15:00,2019,담뱃불실화,산75-3,금곡,평택,안중,경기,20,토요일,4,13:33:00,2019
0.03,20,4,15:30:00,2019,입산자실화,산102,고성,춘천,사북,강원,20,토요일,4,12:27:00,2019
0.01,20,4,12:55:00,2019,기타,9임,존도,문경,산양,경북,20,토요일,4,12:07:00,2019
0.06,20,4,12:45:00,2019,기타,산92-1,망미,양평,지평,경기,20,토요일,4,11:40:00,2019
0.03,20,4,12:00:00,2019,농산부산물소각,산3,구왕,공주,계룡,충남,20,토요일,4,10:12:00,2019
0.01,19,4,18:37:00,2019,담뱃불실화,산57,이매,성남 분당,,경기,19,금요일,4,18:20:00,2019
0.05,19,4,19:30:00,2019,입산자실화,산31-38,관성,천안 동남,병천,충남,19,금요일,4,18:09:00,2019
0.03,19,4,16:50:00,2019,쓰레기소각,산92-4,노곡,연천,백학,경기,19,금요일,4,14:53:00,2019
0.02,18,4,17:00:00,2019,기타,산13,,남,이장,광주,18,목요일,4,16:29:00,2019
0.1,18,4,14:48:00,2019,농산부산물소각,산128,중눌,상주,화남,경북,18,목요일,4,13:51:00,2019
0.02,18,4,14:10:00,2019,건축물화재비화,산44-2,,유성,성북,대전,18,목요일,4,13:24:00,2019
0.1,18,4,13:43:00,2019,기타,산140,홍계,포항 남,대송,경북,18,목요일,4,10:53:00,2019
0.05,17,4,23:30:00,2019,입산자실화,산68,,동,도,대구,17,수요일,4,20:49:00,2019
0.09,17,4,18:10:00,2019,기타,산103-1,삼성,양평,용운,경기,17,수요일,4,15:53:00,2019
0.12,17,4,17:40:00,2019,기타,산151-265외3필,문호,양평,서종,경기,17,수요일,4,14:57:00,2019
2,17,4,22:00:00,2019,기타,산6-2,장죽,안성,금광,경기,17,수요일,4,14:29:00,2019
0.2,17,4,14:51:00,2019,담뱃불실화,산53,삼옥,영월,영월,강원,17,수요일,4,13:52:00,2019
0.02,17,4,17:00:00,2019,기타,산96-1,백석,연천,미산,경기,17,수요일,4,13:41:00,2019
0.1,17,4,16:20:00,2019,쓰레기소각,산137,관하,청도,매전,경북,17,수요일,4,13:17:00,2019
0.02,17,4,12:30:00,2019,농산부산물소각,산74,,시흥,포,경기,17,수요일,4,11:07:00,2019
0.1,17,4,12:15:00,2019,기타,1-7(임),신천,가평,설악,경기,17,수요일,4,10:35:00,2019
0.05,16,4,19:00:00,2019,입산자실화,산129-1,삼전,논산,가야곡,충남,16,화요일,4,17:14:00,2019
0.01,16,4,18:20:00,2019,입산자실화,산278,초곡,창녕,장마,경남,16,화요일,4,17:01:00,2019
0.08,16,4,16:50:00,2019,기타,산63,반곡,홍천,서,강원,16,화요일,4,16:14:00,2019
0.5,16,4,15:33:00,2019,기타,산2-1외25필,,유성,대정,대전,16,화요일,4,13:40:00,2019
0.04,16,4,15:30:00,2019,쓰레기소각,산107-1,,김포,풍무,경기,16,화요일,4,12:11:00,2019
0.03,16,4,13:00:00,2019,기타,산138,오,기장,장안,부산,16,화요일,4,12:08:00,2019
0.2,16,4,18:00:00,2019,입산자실화,126-2(임),송현,고성,현내,강원,16,화요일,4,11:44:00,2019
1.2,16,4,6:10:00,2019,건축물화재비화,산76-1,제내,경주,외동,경북,15,월요일,4,22:15:00,2019
0.01,15,4,21:30:00,2019,기타,759-19(임),대자,고양 덕양,,경기,15,월요일,4,21:06:00,2019
0.15,15,4,18:28:00,2019,기타,산23-9,위,안동,임동,경북,15,월요일,4,17:10:00,2019
0.1,15,4,16:21:00,2019,입산자실화,산1-3,미원,청주 상당,미원,충북,15,월요일,4,15:38:00,2019
0.01,15,4,11:40:00,2019,입산자실화,산15-7,소월,경산,와촌,경북,15,월요일,4,10:55:00,2019
0.01,15,4,9:28:00,2019,기타,산69-7,,사하,괴정,부산,15,월요일,4,9:13:00,2019
0.01,13,4,16:45:00,2019,쓰레기소각,06월 05일,,보령,남곡,충남,13,토요일,4,15:57:00,2019
0.06,13,4,17:30:00,2019,입산자실화,산201-1,,남양주,별내,경기,13,토요일,4,15:12:00,2019
0.03,13,4,16:50:00,2019,기타,01월 24일,사기소,당진,면천,충남,13,토요일,4,14:29:00,2019
0.02,13,4,17:30:00,2019,기타,산113,,도봉,도봉,서울,13,토요일,4,13:46:00,2019
0.03,13,4,14:00:00,2019,기타,산41-15,학현,평택,안중,경기,13,토요일,4,12:53:00,2019
0.02,13,4,15:48:00,2019,입산자실화,산47,송학,양평,강상,경기,13,토요일,4,10:59:00,2019
0.3,12,4,23:10:00,2019,기타,산48-1,웅진,양구,양구,강원,12,금요일,4,20:58:00,2019
0.3,12,4,14:42:00,2019,쓰레기소각,산14-1외3필,월오,청주 상당,,충북,12,금요일,4,13:39:00,2019
0.03,12,4,12:31:00,2019,쓰레기소각,산35,,중,목달,대전,12,금요일,4,12:15:00,2019
0.01,9,4,14:12:00,2019,기타,산68,,사하,감천,부산,9,화요일,4,14:09:00,2019
0.7,9,4,17:00:00,2019,농산부산물소각,산178외 3필지,엄소,가평,설악,경기,9,화요일,4,13:18:00,2019
0.16,9,4,14:17:00,2019,담뱃불실화,산86-1,고모,포천,소흘,경기,9,화요일,4,13:08:00,2019
0.01,9,4,12:30:00,2019,쓰레기소각,산51-4,정곡,진안,진안,전북,9,화요일,4,11:30:00,2019
1.5,9,4,13:59:00,2019,담뱃불실화,산113-1,동천,평택,진위,경기,9,화요일,4,11:15:00,2019
0.09,8,4,19:10:00,2019,기타,산2-1,,하남,초일,경기,8,월요일,4,18:30:00,2019
0.1,8,4,16:44:00,2019,쓰레기소각,산38-1,문암,음성,원남,충북,8,월요일,4,15:16:00,2019
0.5,8,4,18:00:00,2019,입산자실화,산37-1,관대,인제,남,강원,8,월요일,4,14:45:00,2019
0.03,8,4,14:45:00,2019,농산부산물소각,산60-21,구수,안성,미양,경기,8,월요일,4,13:37:00,2019
0.6,8,4,17:00:00,2019,기타,산34-2,정자,성남 분당,,경기,8,월요일,4,13:34:00,2019
0.06,8,4,15:10:00,2019,농산부산물소각,산55-1,장동,이천,신둔,경기,8,월요일,4,13:14:00,2019
0.01,8,4,14:30:00,2019,건축물화재비화,산24-1,창기,태안,안면,충남,8,월요일,4,12:32:00,2019
0.8,8,4,15:22:00,2019,농산부산물소각,산25,장속,보은,보은,충북,8,월요일,4,12:04:00,2019
1,7,4,19:30:00,2019,기타,산25,광전,예천,유천,경북,7,일요일,4,16:30:00,2019
0.01,7,4,16:40:00,2019,쓰레기소각,214-1,동천,평택,진위,경기,7,일요일,4,16:25:00,2019
0.1,7,4,17:30:00,2019,기타,산153-1,,노원,상계,서울,7,일요일,4,15:07:00,2019
0.01,7,4,14:35:00,2019,입산자실화,산52-1,태백,창원 진해,,경남,7,일요일,4,13:53:00,2019
0.04,7,4,14:10:00,2019,기타,산1-11,대자,고양 덕양,,경기,7,일요일,4,13:22:00,2019
